1.949565271757033036e-01,1.665768194070080810e-01,1.817860777861103616e-01,5.455652900532323990e-01,1.667286935382779889e-01,1.719457254814446223e+00,1.793955564498901367e+00,1.949565271757033036e-01,1.665768194070080810e-01,1.000000000000000048e-04
3.337247619239198104e-01,2.614555256064690081e-01,2.459546925566342690e-01,7.374211783622995897e-01,7.620550408662535302e-01,1.562888540692618289e+00,1.764658927917480469e+00,3.337247619239198104e-01,2.614555256064690081e-01,1.000000000000000048e-04
8.024800352980503426e-01,7.353099730458221295e-01,3.093713189445032596e-01,9.686934103235387283e-01,2.172923932486182874e+00,1.448731363107505610e+00,1.282065629959106445e+00,8.024800352980503426e-01,7.353099730458221295e-01,1.000000000000000048e-04
8.477689450801438875e-01,7.768194070080863822e-01,3.017254651434930768e-01,9.698123239463671830e-01,2.329242933749592570e+00,1.372619525017399589e+00,1.250614404678344727e+00,8.477689450801438875e-01,7.768194070080863822e-01,1.000000000000000048e-04
8.724222804597240311e-01,7.999999999999999334e-01,2.996203250870550505e-01,9.762761501643431039e-01,2.417930529598327105e+00,1.336779282593648865e+00,1.230718016624450684e+00,8.724222804597240311e-01,7.999999999999999334e-01,1.000000000000000048e-04
8.820308894881428996e-01,8.210242587601078723e-01,2.986394947669450128e-01,9.832705607368933398e-01,2.501130949190817798e+00,1.309827970649429796e+00,1.215930700302124023e+00,8.820308894881428996e-01,8.210242587601078723e-01,1.000000000000000048e-04
8.966829481114023670e-01,8.194070080862533301e-01,2.960868612441782677e-01,9.832810793271175021e-01,2.593986280689651647e+00,1.294072435663761400e+00,1.206417560577392578e+00,8.966829481114023670e-01,8.194070080862533301e-01,1.000000000000000048e-04
9.115280279673235730e-01,8.598382749326144436e-01,2.925520730189117291e-01,9.843528457136350163e-01,2.704943222220341337e+00,1.279058570019345753e+00,1.175478458404541016e+00,9.115280279673235730e-01,8.598382749326144436e-01,1.000000000000000048e-04
8.899042561636255622e-01,8.549865229110512610e-01,2.876771040779019795e-01,9.730398590169965223e-01,2.501754437772170547e+00,1.270479899857081207e+00,1.186422109603881836e+00,8.899042561636255622e-01,8.549865229110512610e-01,1.000000000000000048e-04
9.049761622073052569e-01,8.630727762803234171e-01,2.921613451587933841e-01,9.865277760830531983e-01,2.670369113624479596e+00,1.262233720529748027e+00,1.174148678779602051e+00,9.049761622073052569e-01,8.630727762803234171e-01,1.000000000000000048e-04
9.119949170839068975e-01,8.506738544474393704e-01,2.937477128813966165e-01,9.886590955413380177e-01,2.761964540533688783e+00,1.255805665523621606e+00,1.179028153419494629e+00,9.119949170839068975e-01,8.506738544474393704e-01,1.000000000000000048e-04
9.106057210418009307e-01,8.582210242587601234e-01,2.913930429766999342e-01,9.875943453143577466e-01,2.721952934006811375e+00,1.251703724551973096e+00,1.178073525428771973e+00,9.106057210418009307e-01,8.582210242587601234e-01,1.000000000000000048e-04
9.059702126287182411e-01,8.592991913746629296e-01,2.896215908722489796e-01,9.859761884425211065e-01,2.697992002870734929e+00,1.244611056886724132e+00,1.175327062606811523e+00,9.059702126287182411e-01,8.592991913746629296e-01,1.000000000000000048e-04
9.058627852015147530e-01,8.727762803234501154e-01,2.887510999990429705e-01,9.827486985645457196e-01,2.651451441913166729e+00,1.241265533996038339e+00,1.170845389366149902e+00,9.058627852015147530e-01,8.727762803234501154e-01,1.000000000000000048e-04
9.108451288299064252e-01,8.722371967654986014e-01,2.910252886846225739e-01,9.919111024341216165e-01,2.816106079068922519e+00,1.238472256378921443e+00,1.163436174392700195e+00,9.108451288299064252e-01,8.722371967654986014e-01,1.000000000000000048e-04
9.166016116733685104e-01,8.781671159029649232e-01,2.902965936069032415e-01,9.913804389924026905e-01,2.836778341550960203e+00,1.240092473691417618e+00,1.158803939819335938e+00,9.166016116733685104e-01,8.781671159029649232e-01,1.000000000000000048e-04
9.211865326972438206e-01,8.803234501347708685e-01,2.899809988099369407e-01,9.897536051309931970e-01,2.863266717297112685e+00,1.230207037744576848e+00,1.154275298118591309e+00,9.211865326972438206e-01,8.803234501347708685e-01,1.000000000000000048e-04
9.147032969862850527e-01,8.700808625336927671e-01,2.897741563565415235e-01,9.859849219229112061e-01,2.785558579207176866e+00,1.228354922703202678e+00,1.164515137672424316e+00,9.147032969862850527e-01,8.700808625336927671e-01,1.000000000000000048e-04
9.170801223317534001e-01,8.808625336927223826e-01,2.897010943166136165e-01,9.902947080757916742e-01,2.858933868709714776e+00,1.229987940327120777e+00,1.155698537826538086e+00,9.170801223317534001e-01,8.808625336927223826e-01,1.000000000000000048e-04
9.175087481668403599e-01,8.690026954177897389e-01,2.895088588001720198e-01,9.892124569935405454e-01,2.839557750644418288e+00,1.223426356847376439e+00,1.153640151023864746e+00,9.175087481668403599e-01,8.690026954177897389e-01,1.000000000000000048e-04
9.273044616970853582e-01,8.787061994609164373e-01,2.906937316057054410e-01,9.913734680255193998e-01,2.920449847312925673e+00,1.224302703134874326e+00,1.153022289276123047e+00,9.273044616970853582e-01,8.787061994609164373e-01,1.000000000000000048e-04
9.155596315403990992e-01,8.792452830188679513e-01,2.889893935275750780e-01,9.886678403198918552e-01,2.810677977489599577e+00,1.220786824128746062e+00,1.158815860748291016e+00,9.155596315403990992e-01,8.792452830188679513e-01,1.000000000000000048e-04
9.225832279604723185e-01,8.840970350404312450e-01,2.901486795246837058e-01,9.902929568604482702e-01,2.887857313052691222e+00,1.218528512509590156e+00,1.152263402938842773e+00,9.225832279604723185e-01,8.840970350404312450e-01,1.000000000000000048e-04
9.209851520807262881e-01,8.835579514824797309e-01,2.900550544233901351e-01,9.924591876439669003e-01,2.922525756389678264e+00,1.212419657066764689e+00,1.154510736465454102e+00,9.209851520807262881e-01,8.835579514824797309e-01,1.000000000000000048e-04
9.332273639351001959e-01,8.878706199460916215e-01,2.923521448134620004e-01,9.908358449150806990e-01,2.947688622014906557e+00,1.211807131913108737e+00,1.150091290473937988e+00,9.332273639351001959e-01,8.878706199460916215e-01,1.000000000000000048e-04
9.234418113295541630e-01,8.846361185983827591e-01,2.890144185129198129e-01,9.892281501426505308e-01,2.892688487009843268e+00,1.211174935023788146e+00,1.148980975151062012e+00,9.234418113295541630e-01,8.846361185983827591e-01,1.000000000000000048e-04
9.309471394427520918e-01,8.911051212938004840e-01,2.918063403119867116e-01,9.962313393882452628e-01,3.020696631111462249e+00,1.212051062427034642e+00,1.148339509963989258e+00,9.309471394427520918e-01,8.911051212938004840e-01,1.000000000000000048e-04
9.396874611894258100e-01,8.911051212938004840e-01,2.906538711962952104e-01,9.935292028151407884e-01,2.999805282967214382e+00,1.211118445839457269e+00,1.147217035293579102e+00,9.396874611894258100e-01,8.911051212938004840e-01,1.000000000000000048e-04
9.317589666762134959e-01,8.970350404312669168e-01,2.898662651880889451e-01,9.929968107544056011e-01,3.009996799272983026e+00,1.207639587715322760e+00,1.142978906631469727e+00,9.317589666762134959e-01,8.970350404312669168e-01,1.000000000000000048e-04
9.349898044455745572e-01,8.830188679245284389e-01,2.920922774615819506e-01,9.929863599531622009e-01,2.957016991668951267e+00,1.204019760457648580e+00,1.154733657836914062e+00,9.349898044455745572e-01,8.830188679245284389e-01,1.000000000000000048e-04
